,entry_time,entry_price,quantity,entry_amount,side,status,entry_balance,exit_time,exit_price,exit_balance,profit,leverage,market_type,profit_percent
0,2024-01-02T01:00:00,44855.96,0.2222670075503902,30000.0,long,closed,10000.0,2024-01-03T11:00:00,43702.88,9703.994650574863,-296.00534942513696,3,futures,-2.960053494251369
1,2024-01-04T15:00:00,44051.1,0.21962862826633475,29111.983951724585,long,closed,9703.994650574863,2024-01-05T15:00:00,43500.01,9544.293678345972,-159.70097222889126,3,futures,-1.6457240340649881
2,2024-01-05T21:00:00,43946.26,0.2165294793529855,28632.881035037914,long,closed,9544.293678345972,2024-01-06T06:00:00,43454.7,9399.814342873738,-144.4793354722333,3,futures,-1.513777135756278
3,2024-01-06T16:00:00,43872.34,0.21361101094323023,28199.443028621215,long,closed,9399.814342873738,2024-01-08T00:00:00,43632.0,9310.955353845546,-88.85898902819281,3,futures,-0.9453270648431378
4,2024-01-08T11:00:00,44635.99,0.20797169476433722,27932.86606153664,long,closed,9310.955353845546,2024-01-10T00:00:00,45856.42,9527.300545842023,216.3451919964773,3,futures,2.3235552505052492
5,2024-01-10T19:00:00,46489.18,0.20432106232470645,28581.901637526073,long,closed,9527.300545842023,2024-01-11T23:00:00,46339.16,9458.59833203611,-68.70221380591283,3,futures,-0.7211089172147078
6,2024-01-15T13:00:00,42852.54,0.22006216054030872,28375.794996108325,long,closed,9458.59833203611,2024-01-15T14:00:00,42199.0,9277.116709527847,-181.48162250826317,3,futures,-1.9186946748080858
7,2024-01-15T18:00:00,43015.82,0.21502055195970377,27831.35012858354,long,closed,9277.116709527847,2024-01-16T01:00:00,42584.34,9147.351783348051,-129.76492617979602,3,futures,-1.3987635409019261
8,2024-01-16T03:00:00,42924.56,0.212463674129636,27442.05535004415,long,closed,9147.351783348051,2024-01-17T05:00:00,42783.39,9080.826314890006,-66.525468458045,3,futures,-0.727264786942472
9,2024-01-18T07:00:00,42915.33,0.21096386386741836,27242.47894467002,long,closed,9080.826314890006,2024-01-18T10:00:00,42447.66,8945.96744336473,-134.8588715252754,3,futures,-1.48509471328776
10,2024-01-19T22:00:00,41687.1,0.2139541858520894,26837.90233009419,long,closed,8945.96744336473,2024-01-21T23:00:00,41580.33,8887.389366958598,-58.57807640613282,3,futures,-0.6547986763531188
11,2024-01-24T05:00:00,39798.85,0.22263776965559864,26662.168100875795,long,closed,8887.389366958598,2024-01-25T16:00:00,39710.32,8832.176060033002,-55.213306925596044,3,futures,-0.6212545061980435
12,2024-01-26T02:00:00,40144.31,0.2193506260751001,26496.528180099005,long,closed,8832.176060033002,2024-01-28T19:00:00,41785.92,9156.601945410923,324.4258853779211,3,futures,3.6732271092964286
13,2024-01-29T03:00:00,42331.2,0.21565965858692152,27469.80583623277,long,closed,9156.601945410923,2024-01-29T14:00:00,41951.86,9038.276480881643,-118.32546452928,3,futures,-1.292242091932172
14,2024-01-29T15:00:00,42641.75,0.21132251024967308,27114.82944264493,long,closed,9038.276480881643,2024-01-31T01:00:00,42782.82,9031.931945041959,-6.344535839683886,3,futures,-0.07019630184034176
15,2024-01-31T16:00:00,43474.81,0.20712767115501673,27095.795835125875,long,closed,9031.931945041959,2024-01-31T21:00:00,42487.12,8791.457961464052,-240.47398357790735,3,futures,-2.662486664438546
16,2024-02-01T18:00:00,42847.06,0.2045667447796806,26374.373884392153,long,closed,8791.457961464052,2024-02-03T22:00:00,43031.31,8793.972235295012,2.5142738309605193,3,futures,0.02859905424084097
17,2024-02-05T08:00:00,43033.53,0.2037385805577448,26381.916705885033,long,closed,8793.972235295012,2024-02-05T18:00:00,42730.89,8697.224943694564,-96.74729160044808,3,futures,-1.1001546174110977
18,2024-02-06T08:00:00,43069.02,0.2013311022369091,26091.674831083692,long,closed,8697.224943694564,2024-02-07T07:00:00,42918.03,8632.093551450995,-65.13139224356928,3,futures,-0.7488755627826915
19,2024-02-07T09:00:00,43146.0,0.1994668629953331,25896.28065435298,long,closed,8632.093551450995,2024-02-07T10:00:00,42897.94,8548.160803241259,-83.93274820973602,3,futures,-0.9723336257822179
