,timestamp,open,high,low,close,volume,price,balance,position,position_value,total_balance,signal,position_change,market_type,leverage
0,2024-01-01T01:00:00,42475.23,42775.0,42431.65,42613.56,1196.37856,42613.56,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
1,2024-01-01T02:00:00,42613.57,42638.41,42500.0,42581.1,685.2198,42581.1,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
2,2024-01-01T03:00:00,42581.09,42586.64,42230.08,42330.49,794.80391,42330.49,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
3,2024-01-01T04:00:00,42330.5,42399.99,42209.46,42399.99,715.4176,42399.99,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
4,2024-01-01T05:00:00,42399.98,42406.0,42180.77,42234.01,736.53152,42234.01,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
5,2024-01-01T06:00:00,42234.01,42424.82,42208.68,42396.69,601.3725,42396.69,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
6,2024-01-01T07:00:00,42396.69,42500.0,42396.68,42492.46,653.67718,42492.46,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
7,2024-01-01T08:00:00,42492.46,42556.5,42452.58,42549.99,427.19365,42549.99,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
8,2024-01-01T09:00:00,42550.0,42699.32,42537.18,42649.69,879.62491,42649.69,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
9,2024-01-01T10:00:00,42649.69,42749.36,42628.0,42691.1,856.81851,42691.1,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
10,2024-01-01T11:00:00,42691.1,42762.39,42605.21,42690.2,785.16567,42690.2,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
11,2024-01-01T12:00:00,42690.21,42780.0,42611.45,42648.38,785.52851,42648.38,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
12,2024-01-01T13:00:00,42648.37,42748.0,42612.76,42715.54,497.2024,42715.54,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
13,2024-01-01T14:00:00,42715.54,42715.55,42580.0,42612.24,711.01152,42612.24,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
14,2024-01-01T15:00:00,42612.24,42847.07,42586.51,42783.05,942.70163,42783.05,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
15,2024-01-01T16:00:00,42783.05,42856.0,42664.42,42725.15,918.71056,42725.15,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
16,2024-01-01T17:00:00,42725.15,42824.9,42704.42,42812.7,677.33678,42812.7,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
17,2024-01-01T18:00:00,42812.71,43208.86,42812.7,43111.1,2143.30897,43111.1,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
18,2024-01-01T19:00:00,43111.1,43550.0,43103.64,43517.99,1947.61533,43517.99,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
19,2024-01-01T20:00:00,43517.98,43829.99,43510.71,43687.86,2905.07295,43687.86,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
20,2024-01-01T21:00:00,43687.85,43792.59,43480.76,43619.21,1541.59126,43619.21,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
21,2024-01-01T22:00:00,43619.22,43661.1,43361.6,43529.93,1024.36372,43529.93,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
22,2024-01-01T23:00:00,43529.94,44184.1,43529.93,44179.55,3475.97051,44179.55,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
23,2024-01-02T00:00:00,44179.55,45200.0,44148.34,45056.0,6986.25967,45056.0,10000.0,0.0,0.0,10000.0,0.0,0.0,futures,3
24,2024-01-02T01:00:00,45056.0,45372.79,44686.0,44855.96,4397.86376,44855.96,0.0,0.2222670075503902,9970.0,9970.0,1.0,1.0,futures,3
25,2024-01-02T02:00:00,44855.96,45381.42,44855.95,45378.96,3016.04235,45378.96,0.0,0.2222670075503902,10086.245644948855,10086.245644948855,1.0,0.0,futures,3
26,2024-01-02T03:00:00,45378.96,45500.0,45131.1,45402.38,2693.12081,45402.38,0.0,0.2222670075503902,10091.451138265684,10091.451138265684,1.0,0.0,futures,3
27,2024-01-02T04:00:00,45402.38,45468.99,45170.0,45179.8,2268.27572,45179.8,0.0,0.2222670075503902,10041.97894772512,10041.97894772512,1.0,0.0,futures,3
28,2024-01-02T05:00:00,45179.8,45324.72,45121.96,45179.48,1617.2842,45179.48,0.0,0.2222670075503902,10041.907822282703,10041.907822282703,1.0,0.0,futures,3
29,2024-01-02T06:00:00,45179.48,45308.15,45130.0,45168.75,1390.33832,45168.75,0.0,0.2222670075503902,10039.522897291687,10039.522897291687,1.0,0.0,futures,3
30,2024-01-02T07:00:00,45168.75,45643.75,45168.74,45455.53,3112.52478,45455.53,0.0,0.2222670075503902,10103.264629716989,10103.264629716989,1.0,0.0,futures,3
31,2024-01-02T08:00:00,45455.52,45852.93,45326.6,45759.3,3323.21707,45759.3,0.0,0.2222670075503902,10170.78267860057,10170.78267860057,1.0,0.0,futures,3
32,2024-01-02T09:00:00,45759.3,45879.63,45631.1,45673.48,2096.46195,45673.48,0.0,0.2222670075503902,10151.707724012596,10151.707724012596,1.0,0.0,futures,3
33,2024-01-02T10:00:00,45673.48,45711.1,45431.52,45584.99,2069.22249,45584.99,0.0,0.2222670075503902,10132.039316514461,10132.039316514461,1.0,0.0,futures,3
34,2024-01-02T11:00:00,45585.0,45698.67,45200.0,45433.99,2538.49307,45433.99,0.0,0.2222670075503902,10098.476998374352,10098.476998374352,1.0,0.0,futures,3
35,2024-01-02T12:00:00,45433.99,45589.68,45271.04,45301.99,2128.11147,45301.99,0.0,0.2222670075503902,10069.137753377701,10069.137753377701,1.0,0.0,futures,3
36,2024-01-02T13:00:00,45302.0,45705.8,45264.39,45637.93,2253.76868,45637.93,0.0,0.2222670075503902,10143.80613189418,10143.80613189418,1.0,0.0,futures,3
37,2024-01-02T14:00:00,45637.92,45800.0,44970.0,45258.73,4553.21243,45258.73,0.0,0.2222670075503902,10059.522482631071,10059.522482631071,1.0,0.0,futures,3
38,2024-01-02T15:00:00,45258.73,45349.98,44833.33,45184.82,4301.03657,45184.82,0.0,0.2222670075503902,10043.094728103022,10043.094728103022,1.0,0.0,futures,3
39,2024-01-02T16:00:00,45184.83,45399.84,44890.11,45357.84,3052.23783,45357.84,0.0,0.2222670075503902,10081.55136574939,10081.55136574939,1.0,0.0,futures,3
40,2024-01-02T17:00:00,45357.84,45382.08,44950.48,44966.15,2540.00308,44966.15,0.0,0.2222670075503902,9994.491601561978,9994.491601561978,1.0,0.0,futures,3
41,2024-01-02T18:00:00,44966.16,45271.2,44944.0,45154.69,1806.0773,45154.69,0.0,0.2222670075503902,10036.39782316553,10036.39782316553,1.0,0.0,futures,3
42,2024-01-02T19:00:00,45154.7,45243.0,44790.96,45039.49,2347.28624,45039.49,0.0,0.2222670075503902,10010.792663895723,10010.792663895723,1.0,0.0,futures,3
43,2024-01-02T20:00:00,45039.49,45180.55,44742.96,44788.28,1940.02489,44788.28,0.0,0.2222670075503902,9954.95696892899,9954.95696892899,1.0,0.0,futures,3
44,2024-01-02T21:00:00,44788.27,45119.76,44600.0,45119.74,2043.74183,45119.74,0.0,0.2222670075503902,10028.629591251642,10028.629591251642,1.0,0.0,futures,3
45,2024-01-02T22:00:00,45119.74,45297.26,44840.01,44981.73,1591.57491,44981.73,0.0,0.2222670075503902,9997.954521539614,9997.954521539614,1.0,0.0,futures,3
46,2024-01-02T23:00:00,44981.72,45049.98,44802.01,44946.91,1080.22719,44946.91,0.0,0.2222670075503902,9990.21518433671,9990.21518433671,1.0,0.0,futures,3
47,2024-01-03T00:00:00,44946.91,45212.57,44862.11,45135.61,1410.31904,45135.61,0.0,0.2222670075503902,10032.156968661468,10032.156968661468,1.0,0.0,futures,3
