,entry_time,entry_price,quantity,entry_amount,side,status,entry_balance,exit_time,exit_price,exit_balance,profit,leverage,market_type,profit_percent
234,2024-04-24T00:30:00,66719.99,0.08144711944795054,16351.50750781163,long,closed,5450.502502603877,2024-04-24T08:30:00,66583.74,5417.630771246211,-32.87173135766534,3,futures,-0.603095427292466
235,2024-04-25T16:00:00,64066.78,0.08430855864665701,16252.892313738634,long,closed,5417.630771246211,2024-04-26T00:15:00,64381.25,5422.462500978717,4.831729732505664,3,futures,0.08918529033299372
236,2024-04-26T08:45:00,64412.5,0.08393083816768145,16267.387502936152,long,closed,5422.462500978717,2024-04-26T10:30:00,64278.46,5389.550078903857,-32.91242207485993,3,futures,-0.6069644938792917
237,2024-04-26T14:00:00,64725.0,0.08301863929960826,16168.650236711572,long,closed,5389.550078903857,2024-04-26T14:30:00,64047.99,5311.859802695242,-77.6902762086147,3,futures,-1.441498363893401
238,2024-04-26T21:45:00,64059.97,0.08267135035010408,15935.579408085727,long,closed,5311.859802695242,2024-04-26T22:15:00,63821.96,5270.971367575138,-40.88843512010408,3,futures,-0.7697574228024084
239,2024-04-27T13:00:00,63055.73,0.0833414894010808,15812.914102725414,long,closed,5270.971367575138,2024-04-27T16:00:00,62979.29,5243.539042192571,-27.432325382566887,3,futures,-0.520441555636586
240,2024-04-27T17:45:00,63416.21,0.08243646892594171,15730.617126577714,long,closed,5243.539042192571,2024-04-28T09:00:00,63793.33,5253.637969361118,10.098927168546652,3,futures,0.19259753931999413
241,2024-04-28T17:00:00,63712.58,0.08221103360518495,15760.913908083354,long,closed,5253.637969361118,2024-04-28T17:15:00,63604.96,5223.800474512428,-29.837494848689857,3,futures,-0.5679396833717987
242,2024-04-28T17:30:00,63724.0,0.08172947512850559,15671.401423537285,long,closed,5223.800474512428,2024-04-28T20:30:00,63650.62,5196.9296324397565,-26.87084207267162,3,futures,-0.5143925807231331
243,2024-04-29T13:15:00,62508.0,0.08289081147281048,15590.78889731927,long,closed,5196.9296324397565,2024-04-29T13:30:00,61976.99,5132.185670748518,-64.74396169123884,3,futures,-1.2458117825398407
