,entry_time,entry_price,quantity,entry_amount,side,status,entry_balance,exit_time,exit_price,exit_balance,profit,leverage,market_type,profit_percent
0,2024-01-01T04:00:00,42492.46,0.23462986139187988,30000.0,long,closed,10000.0,2024-01-01T08:00:00,42690.2,10006.379313082838,6.379313082838053,3,futures,0.06379313082838234
1,2024-01-03T16:00:00,42596.67,0.23420516615837786,30019.137939248514,long,closed,10006.379313082838,2024-01-07T00:00:00,43940.41,10280.779954092131,274.4006410092934,3,futures,2.7422570384727285
2,2024-01-08T04:00:00,43974.55,0.23308794778411274,30842.339862276393,long,closed,10280.779954092131,2024-01-08T12:00:00,44963.04,10469.862377015237,189.0824229231057,3,futures,1.839183639445996
3,2024-01-10T08:00:00,45515.89,0.22933645348655582,31409.58713104571,long,closed,10469.862377015237,2024-01-18T16:00:00,41022.32,9398.505469208018,-1071.3569078072196,3,futures,-10.232769727319413
4,2024-01-18T20:00:00,41327.5,0.22673304586051402,28195.516407624054,long,closed,9398.505469208018,2024-01-22T08:00:00,40815.99,9245.07939877977,-153.42607042824784,3,futures,-1.6324517864134025
5,2024-01-22T12:00:00,40771.99,0.22607049988444103,27735.23819633931,long,closed,9245.07939877977,2024-01-24T12:00:00,40050.71,9045.229746396355,-199.84965238341465,3,futures,-2.1616867066581613
6,2024-01-29T12:00:00,42641.75,0.21148508344890082,27135.689239189065,long,closed,9045.229746396355,2024-01-29T16:00:00,42995.99,9083.917522584987,38.68777618863169,3,futures,0.42771468799944756
7,2024-01-31T04:00:00,43050.01,0.2103754626309548,27251.75256775496,long,closed,9083.917522584987,2024-02-06T16:00:00,43278.78,9095.68857123871,11.771048653723483,3,futures,0.1295811925246637
8,2024-02-07T12:00:00,43071.08,0.2105450224495182,27287.065713716132,long,closed,9095.68857123871,2024-02-07T16:00:00,43615.47,9173.83709018599,78.14851894728054,3,futures,0.8591819996387251
9,2024-02-13T16:00:00,49036.73,0.18651968797502266,27521.511270557978,long,closed,9173.83709018599,2024-02-14T12:00:00,51590.0,9612.928151928787,439.0910617427962,3,futures,4.786340300423775
10,2024-02-16T00:00:00,52280.25,0.18332141425247586,28838.784455786365,long,closed,9612.928151928787,2024-02-24T20:00:00,51568.22,9444.105461861927,-168.82269006685965,3,futures,-1.7562046381568552
11,2024-02-26T12:00:00,52842.32,0.17818621789271064,28332.316385585782,long,closed,9444.105461861927,2024-02-26T16:00:00,54487.11,9699.143202749288,255.037740887361,3,futures,2.700496536355712
12,2024-03-01T04:00:00,61434.0,0.15740543954717323,29097.429608247865,long,closed,9699.143202749288,2024-03-04T12:00:00,66451.65,10449.391325708028,750.2481229587393,3,futures,7.7351999787576675
13,2024-03-05T20:00:00,63724.01,0.1634869361129487,31348.173977124083,long,closed,10449.391325708028,2024-03-08T20:00:00,68124.19,11126.277683178103,676.8863574700754,3,futures,6.477758716957727
14,2024-03-10T08:00:00,69568.46,0.15945298846817318,33378.83304953431,long,closed,11126.277683178103,2024-03-10T12:00:00,69194.83,11022.289107617158,-103.98857556094481,3,futures,-0.9346214297542232
